gameid,home,team,SEC,DIST,REBchancesOFF,REBchancesDEF,REBchancestotal,touches,2ndAST,FTAST,passes,AST,contestedFGM,contestedFGA,contestedFGpct,uncontestedFGM,uncontestedFGA,uncontestedFGpct,FGpct,defendedatrimFGM,defendedatrimFGA,defendedatrimFGpct
22200375,False,HOU,14400,17.08,35,42,76,405,2,0,280,23,23,44,0.523,21,54,0.389,0.449,16,17,0.941
22200376,True,POR,14400,17.23,23,51,71,410,4,3,291,30,16,30,0.533,28,61,0.459,0.484,26,36,0.722
22200376,False,DEN,14400,17.18,26,47,73,416,6,3,292,28,24,46,0.522,23,45,0.511,0.516,20,30,0.667
22200377,True,CHA,14400,18.13,34,64,94,384,1,3,267,16,21,47,0.447,16,37,0.432,0.44,22,37,0.595
22200377,False,NYK,14400,17.75,31,55,83,403,2,2,280,25,20,40,0.5,21,53,0.396,0.441,18,34,0.529
22200378,True,IND,14400,17.85,22,38,57,441,1,2,319,23,19,31,0.613,24,54,0.444,0.506,16,24,0.667
22200378,False,WAS,14400,17.32,17,49,63,386,2,2,270,25,24,36,0.667,17,41,0.415,0.532,16,26,0.615
22200379,True,ORL,14400,18.37,13,57,68,376,6,0,270,24,22,33,0.667,20,38,0.526,0.592,12,19,0.632
22200379,False,TOR,14400,17.66,16,31,46,421,1,5,305,23,14,30,0.467,22,55,0.4,0.424,17,20,0.85
22200380,True,BKN,14400,17.44,19,46,64,406,2,3,284,30,15,31,0.484,30,52,0.577,0.542,18,37,0.486
22200380,False,ATL,14400,18.04,22,39,61,355,3,1,227,21,24,47,0.511,22,46,0.478,0.495,17,23,0.739
22200381,True,CLE,14400,17.7,21,43,59,405,1,3,292,20,17,33,0.515,17,46,0.37,0.43,13,23,0.565
22200381,False,SAC,14400,17.93,14,52,64,397,1,8,286,21,12,23,0.522,23,43,0.535,0.53,14,26,0.538
22200382,True,PHI,15900,18.66,17,57,71,486,5,0,347,30,17,27,0.63,31,63,0.492,0.533,20,27,0.741
22200382,False,LAL,15900,18.51,21,44,64,433,2,6,296,29,17,30,0.567,27,58,0.466,0.5,18,26,0.692
22200383,True,MEM,14400,18.05,24,60,81,384,2,4,253,30,28,45,0.622,16,46,0.348,0.484,16,31,0.516
22200383,False,DET,14400,18.28,43,53,88,401,0,5,274,23,17,39,0.436,19,51,0.373,0.4,26,38,0.684
22200384,True,NOP,14400,17.99,26,45,70,386,5,3,266,27,25,42,0.595,21,48,0.438,0.511,11,15,0.733
22200384,False,PHX,14400,17.7,20,47,63,421,7,2,300,30,12,23,0.522,31,63,0.492,0.5,24,33,0.727
22200385,True,UTA,14400,17.92,31,41,70,405,1,2,285,22,12,27,0.444,27,63,0.429,0.433,18,27,0.667
22200385,False,MIN,14400,17.84,20,62,80,403,3,4,289,30,17,27,0.63,24,50,0.48,0.532,11,17,0.647
22200386,True,DAL,14400,17.42,30,57,85,352,3,3,233,21,20,40,0.5,21,48,0.438,0.466,12,22,0.545
22200386,False,MIL,14400,17.31,33,61,87,418,4,3,295,27,16,33,0.485,22,54,0.407,0.437,20,31,0.645
22200387,True,MIA,14400,17.98,24,51,70,387,4,5,276,26,17,33,0.515,22,48,0.458,0.481,14,17,0.824
22200387,False,SAS,14400,18.44,28,50,73,390,4,3,276,24,23,41,0.561,19,37,0.514,0.538,18,22,0.818
22200388,True,IND,14400,18.57,19,45,62,445,4,3,319,30,17,31,0.548,30,54,0.556,0.553,26,41,0.634
22200388,False,BKN,14400,18.24,47,51,93,400,1,1,254,19,31,55,0.564,21,45,0.467,0.52,16,25,0.64
22200389,True,WAS,14400,17.58,23,62,84,393,4,3,273,24,12,39,0.308,25,46,0.543,0.435,11,25,0.44
22200389,False,LAC,14400,17.26,19,52,70,403,6,1,284,22,13,31,0.419,27,63,0.429,0.426,12,23,0.522
22200390,True,CLE,14400,17.47,23,57,78,435,3,4,316,25,22,41,0.537,18,44,0.409,0.471,17,28,0.607
22200390,False,OKC,14400,17.72,23,53,71,384,4,3,274,25,20,41,0.488,18,42,0.429,0.458,19,31,0.613
22200391,True,CHI,14400,17.5,14,60,70,418,6,3,307,33,24,33,0.727,29,51,0.569,0.635,20,25,0.8
22200391,False,DAL,14400,18.02,25,41,60,404,4,2,284,24,16,30,0.533,25,60,0.417,0.456,21,28,0.75
22200392,True,GSW,14400,17.88,16,60,73,407,6,2,289,26,21,38,0.553,26,54,0.481,0.511,14,26,0.538
22200392,False,BOS,14400,17.53,18,54,71,394,1,3,276,17,16,36,0.444,22,51,0.431,0.437,18,24,0.75
22200393,True,DEN,14400,16.66,18,61,76,395,3,2,273,28,23,37,0.622,24,49,0.49,0.547,15,22,0.682
22200393,False,UTA,14400,17.28,27,49,74,366,2,1,254,20,12,27,0.444,27,58,0.466,0.459,26,35,0.743
22200394,True,POR,14400,17.3,36,49,81,399,2,1,278,20,22,34,0.647,21,49,0.429,0.518,20,28,0.714
22200394,False,MIN,14400,17.39,12,45,55,382,5,4,272,22,24,42,0.571,21,41,0.512,0.542,18,28,0.643
22200395,True,NOP,15900,19.7,17,62,77,435,6,2,312,31,24,40,0.6,26,46,0.565,0.581,19,26,0.731
22200395,False,PHX,15900,19.78,40,43,79,454,4,2,314,34,20,38,0.526,29,67,0.433,0.467,25,32,0.781
22200396,True,DET,14400,17.51,20,45,63,390,3,1,272,28,18,36,0.5,25,57,0.439,0.462,18,26,0.692
22200396,False,LAL,14400,16.82,15,51,65,356,4,4,239,31,17,34,0.5,29,50,0.58,0.548,12,19,0.632
22200397,True,NYK,14400,18.51,32,65,92,397,4,2,272,19,22,37,0.595,18,52,0.346,0.449,19,30,0.633
22200397,False,SAC,14400,18.76,23,51,73,423,0,3,303,20,16,31,0.516,17,52,0.327,0.398,15,21,0.714
22200398,True,ORL,14400,17.91,27,55,79,387,4,2,274,25,9,31,0.29,27,46,0.587,0.468,14,23,0.609
22200398,False,TOR,14400,17.47,21,41,61,404,1,3,294,18,15,29,0.517,15,46,0.326,0.4,11,18,0.611
22200399,True,PHI,14400,17.52,22,59,78,402,4,3,283,31,18,34,0.529,28,49,0.571,0.554,16,28,0.571
22200399,False,CHA,14400,18.47,34,48,79,418,0,3,291,21,16,40,0.4,22,53,0.415,0.409,22,33,0.667
22200400,True,ATL,15900,20.04,25,55,77,407,1,0,278,28,23,39,0.59,24,59,0.407,0.48,26,37,0.703
22200400,False,CHI,15900,19.61,23,60,80,442,3,1,300,28,24,45,0.533,24,55,0.436,0.48,21,29,0.724
22200401,True,HOU,14400,17.02,27,71,96,361,1,0,247,23,15,37,0.405,25,54,0.463,0.44,13,23,0.565
22200401,False,MIL,14400,17.04,29,66,93,401,0,3,277,18,11,28,0.393,22,62,0.355,0.367,20,33,0.606
22200402,True,IND,14400,17.85,23,55,76,437,2,5,321,16,10,27,0.37,18,52,0.346,0.354,13,22,0.591
22200402,False,MIA,14400,17.8,25,59,80,443,2,2,324,23,13,34,0.382,19,49,0.388,0.386,10,18,0.556
22200403,True,WAS,14400,17.96,23,55,76,400,3,2,280,21,20,39,0.513,17,40,0.425,0.468,17,23,0.739
22200403,False,BKN,14400,17.53,18,54,70,402,4,1,284,25,16,29,0.552,28,60,0.467,0.494,9,14,0.643
22200404,True,MEM,14400,18.51,16,79,91,405,5,4,279,36,24,31,0.774,26,52,0.5,0.602,13,30,0.433
22200404,False,ATL,14400,18.46,40,33,71,445,0,1,307,20,16,44,0.364,21,60,0.35,0.356,27,32,0.844
22200405,True,DAL,14400,17.43,30,50,80,397,2,2,272,24,12,28,0.429,27,65,0.415,0.419,20,27,0.741
22200405,False,OKC,14400,17.86,20,59,78,377,5,0,262,21,18,31,0.581,24,56,0.429,0.477,8,17,0.471
22200406,True,SAS,14400,18.43,36,45,81,396,2,2,278,25,27,49,0.551,19,48,0.396,0.474,21,33,0.636
22200406,False,CLE,14400,17.69,24,52,74,379,5,2,254,21,25,46,0.543,20,46,0.435,0.489,19,30,0.633
22200407,True,POR,14400,17.7,21,62,78,426,5,6,302,32,18,29,0.621,30,60,0.5,0.539,21,32,0.656
22200407,False,MIN,14400,18.04,12,47,56,374,1,2,253,25,21,40,0.525,25,53,0.472,0.495,19,23,0.826
22200408,True,LAC,14400,17.35,25,55,76,348,1,1,233,18,16,35,0.457,28,55,0.509,0.489,14,19,0.737
22200408,False,BOS,14400,17.07,14,61,72,385,3,3,268,27,18,29,0.621,15,47,0.319,0.434,14,29,0.483
22200409,True,PHI,14400,17.92,16,58,73,423,7,6,305,34,13,29,0.448,30,55,0.545,0.512,19,25,0.76
22200409,False,SAC,14400,19.14,25,45,68,434,1,2,300,21,21,31,0.677,17,61,0.279,0.413,17,25,0.68
22200410,True,MIL,14400,18.02,21,80,97,380,4,2,251,22,18,25,0.72,27,57,0.474,0.549,13,26,0.5
22200410,False,GSW,14400,18.16,26,42,67,473,3,4,344,25,12,32,0.375,26,63,0.413,0.4,18,25,0.72
22200411,True,HOU,14400,17.21,33,81,113,380,2,1,251,16,21,46,0.457,13,35,0.371,0.42,12,20,0.6
22200411,False,PHX,14400,17.98,39,53,90,402,2,1,274,22,10,26,0.385,23,77,0.299,0.32,15,28,0.536
22200412,True,UTA,14400,17.66,32,60,86,431,0,1,292,31,21,37,0.568,28,66,0.424,0.476,26,39,0.667
22200412,False,NOP,14400,17.67,33,52,83,426,3,2,290,25,23,47,0.489,14,46,0.304,0.398,19,28,0.679
22200413,True,LAL,15900,18.43,22,82,102,363,3,6,235,23,21,40,0.525,23,53,0.434,0.473,16,31,0.516
22200413,False,BOS,15900,18.9,32,56,85,461,6,1,322,27,13,35,0.371,33,69,0.478,0.442,26,37,0.703
22200414,True,CHA,15900,20.5,40,62,95,467,3,1,323,21,14,40,0.35,33,74,0.446,0.412,16,24,0.667
22200414,False,DET,15900,20.13,27,78,101,421,2,4,285,25,21,36,0.583,27,57,0.474,0.516,19,35,0.543
22200415,True,IND,14400,18.91,13,54,67,423,2,2,299,30,20,39,0.513,24,48,0.5,0.506,20,42,0.476
22200415,False,GSW,14400,18.36,30,54,82,447,8,6,317,27,19,46,0.413,21,40,0.525,0.465,23,35,0.657
22200416,True,ORL,14400,18.32,33,48,79,393,1,4,267,28,18,37,0.486,29,56,0.518,0.505,21,27,0.778
22200416,False,ATL,14400,17.7,27,53,77,373,3,2,252,30,18,34,0.529,26,54,0.481,0.5,16,26,0.615
22200417,True,TOR,14400,18.65,21,52,72,407,5,1,289,25,30,50,0.6,17,44,0.386,0.5,21,29,0.724
22200417,False,SAC,14400,18.46,32,54,83,421,1,2,294,29,16,26,0.615,29,67,0.433,0.484,26,40,0.65
22200418,True,CHI,15900,18.4,13,52,63,412,8,1,293,25,19,28,0.679,27,56,0.482,0.548,16,31,0.516
22200418,False,NYK,15900,19.2,31,44,72,410,2,3,284,25,16,38,0.421,29,53,0.547,0.495,17,23,0.739
22200419,True,OKC,14400,18.44,23,55,76,398,1,3,279,26,17,35,0.486,24,47,0.511,0.5,5,14,0.357
22200419,False,MIA,14400,18.13,23,55,75,437,2,1,317,25,7,22,0.318,30,64,0.469,0.43,19,28,0.679
22200420,True,SAS,14400,18.29,35,45,76,422,0,3,297,23,20,43,0.465,25,54,0.463,0.464,23,27,0.852
22200420,False,POR,14400,17.7,18,66,81,435,5,1,317,26,24,32,0.75,25,49,0.51,0.605,21,29,0.724
22200421,True,DAL,14400,16.27,17,48,63,319,0,3,215,17,8,20,0.4,21,54,0.389,0.392,17,26,0.654
22200421,False,CLE,14400,16.46,21,52,70,369,8,2,264,26,17,31,0.548,24,47,0.511,0.526,9,17,0.529
22200422,True,DEN,14400,18.03,21,58,74,419,3,5,276,31,32,44,0.727,22,39,0.564,0.651,20,23,0.87
22200422,False,WAS,14400,18.71,12,34,45,474,6,4,342,40,19,36,0.528,29,55,0.527,0.527,39,50,0.78
22200423,True,LAC,14400,17.58,32,61,88,400,0,1,281,21,11,27,0.407,23,62,0.371,0.382,19,27,0.704
22200423,False,MIN,14400,17.85,19,54,73,367,0,4,254,15,16,33,0.485,15,41,0.366,0.419,13,24,0.542
22200424,True,HOU,14400,16.84,33,52,83,388,1,0,258,22,19,43,0.442,25,51,0.49,0.468,15,21,0.714
22200424,False,MIA,14400,17.78,32,61,91,436,4,1,315,21,16,29,0.552,23,59,0.39,0.443,23,35,0.657
22200425,True,MEM,14400,18.13,27,71,96,375,5,3,249,30,29,46,0.63,27,56,0.482,0.549,16,24,0.667
22200425,False,MIL,14400,18.23,25,53,77,409,2,1,281,22,15,31,0.484,20,63,0.317,0.372,30,39,0.769
22200426,True,UTA,15900,19.49,31,55,83,431,1,5,295,24,14,24,0.583,28,68,0.412,0.457,22,44,0.5
22200426,False,NOP,15900,19.44,35,59,90,445,2,3,306,24,24,55,0.436,23,44,0.523,0.475,17,24,0.708
22200427,True,LAC,14400,17.15,40,58,95,421,4,3,296,21,12,43,0.279,22,47,0.468,0.378,15,20,0.75
22200427,False,PHX,14400,17.28,35,66,96,382,3,4,262,27,16,33,0.485,28,62,0.452,0.463,16,27,0.593
22200428,True,CHA,14400,18.67,38,38,73,434,7,2,302,26,19,43,0.442,20,55,0.364,0.398,7,13,0.538
22200428,False,ATL,14400,18.21,14,63,74,363,1,4,245,25,11,25,0.44,30,50,0.6,0.547,21,37,0.568
22200429,True,DET,14400,18.63,26,50,73,385,2,2,256,22,17,33,0.515,22,52,0.423,0.459,21,22,0.955
22200429,False,SAC,14400,18.24,11,50,59,413,1,3,299,30,20,31,0.645,23,51,0.451,0.524,16,24,0.667
22200430,True,BOS,14400,17.26,21,49,67,389,4,0,269,17,16,26,0.615,19,58,0.328,0.417,19,30,0.633
22200430,False,ORL,14400,18.55,40,59,96,379,2,5,251,19,21,41,0.512,21,50,0.42,0.462,20,25,0.8
22200431,True,CLE,14400,17.41,17,43,60,364,3,4,254,23,14,24,0.583,24,52,0.462,0.5,22,31,0.71
22200431,False,IND,14400,17.96,22,42,61,382,7,2,278,34,20,32,0.625,22,48,0.458,0.525,18,23,0.783
22200432,True,PHI,14400,17.15,23,67,89,419,2,1,298,23,13,30,0.433,26,55,0.473,0.459,15,25,0.6
22200432,False,GSW,14400,17.89,25,54,76,408,8,2,286,31,11,32,0.344,28,62,0.452,0.415,13,25,0.52
22200433,True,TOR,14400,17.91,23,31,52,391,3,2,275,17,22,39,0.564,19,45,0.422,0.488,18,21,0.857
22200433,False,BKN,14400,17.33,12,57,66,357,2,3,249,22,18,31,0.581,28,45,0.622,0.605,21,33,0.636
22200434,True,CHI,14400,17.46,18,61,73,378,5,2,266,26,14,26,0.538,22,51,0.431,0.468,15,27,0.556
22200434,False,NYK,14400,17.89,32,44,76,418,2,5,293,19,10,30,0.333,27,62,0.435,0.402,8,17,0.471
22200435,True,OKC,14400,18.43,27,55,76,458,5,1,329,29,15,27,0.556,26,61,0.426,0.466,19,27,0.704
22200435,False,MIN,14400,17.84,22,62,83,420,4,2,299,23,25,44,0.568,18,43,0.419,0.494,20,28,0.714
22200436,True,DAL,14400,17.01,15,56,66,374,4,0,263,25,16,24,0.667,29,57,0.509,0.556,18,33,0.545
22200436,False,POR,14400,17.19,24,49,71,386,2,1,268,21,18,40,0.45,21,49,0.429,0.438,18,23,0.783
22200437,True,LAL,14400,17.41,24,46,69,423,4,4,295,29,24,41,0.585,24,50,0.48,0.527,21,30,0.7
22200437,False,DEN,14400,17.52,23,51,71,423,3,1,306,25,18,33,0.545,21,48,0.438,0.481,30,41,0.732
22200438,True,LAC,14400,17.33,22,70,90,359,2,0,240,19,11,30,0.367,26,56,0.464,0.43,13,24,0.542
22200438,False,WAS,14400,17.53,20,58,76,391,2,1,273,20,18,40,0.45,18,43,0.419,0.429,11,20,0.55
22200439,True,SAS,14400,18.43,16,42,55,444,6,6,324,29,17,40,0.425,16,36,0.444,0.429,18,24,0.75
22200439,False,MIA,14400,17.89,16,51,64,385,3,3,269,25,21,34,0.618,21,48,0.438,0.512,18,24,0.75
22200440,True,CLE,15900,18.15,30,66,93,425,2,4,303,23,19,39,0.487,21,55,0.382,0.426,13,21,0.619
22200440,False,DAL,15900,18.09,16,71,82,390,1,2,270,19,14,30,0.467,22,58,0.379,0.409,20,32,0.625
22200441,True,HOU,14400,16.8,28,50,76,385,2,2,255,19,23,41,0.561,13,49,0.265,0.4,19,32,0.594
22200441,False,POR,14400,17.15,24,49,73,396,6,0,281,20,20,40,0.5,20,45,0.444,0.471,27,42,0.643
22200442,True,MIL,14400,17.29,27,60,85,374,4,1,251,30,15,31,0.484,33,59,0.559,0.533,15,21,0.714
22200442,False,UTA,14400,17.41,14,41,54,394,2,1,282,24,18,31,0.581,21,55,0.382,0.453,16,22,0.727
22200443,True,OKC,14400,19.15,27,69,92,478,11,2,351,29,10,25,0.4,28,67,0.418,0.413,10,19,0.526
22200443,False,MEM,14400,18.52,26,67,90,419,2,4,298,15,16,35,0.457,18,55,0.327,0.378,11,21,0.524
22200444,True,PHX,14400,17.11,27,35,61,376,7,2,261,23,14,26,0.538,25,57,0.439,0.47,19,28,0.679
22200444,False,NOP,14400,17.43,13,56,65,399,3,1,291,27,20,33,0.606,25,44,0.568,0.584,11,18,0.611
22200445,True,BOS,14400,17.53,26,62,88,400,4,2,278,22,14,35,0.4,17,54,0.315,0.348,14,26,0.538
22200445,False,ORL,14400,18.68,16,76,90,372,1,2,255,20,13,37,0.351,20,49,0.408,0.384,12,21,0.571
22200446,True,IND,14400,18.61,31,54,81,408,3,2,289,20,16,37,0.432,23,53,0.434,0.433,17,22,0.773
22200446,False,NYK,14400,18.32,34,57,88,393,0,3,268,13,14,25,0.56,25,58,0.431,0.47,13,20,0.65
22200447,True,DET,14400,17.67,38,48,84,370,1,1,248,20,14,33,0.424,28,55,0.509,0.477,15,21,0.714
22200447,False,BKN,14400,17.31,17,69,84,361,4,2,247,26,21,36,0.583,23,44,0.523,0.55,19,22,0.864
22200448,True,TOR,14400,18.38,45,46,90,435,4,3,304,21,21,44,0.477,19,51,0.373,0.421,18,29,0.621
22200448,False,GSW,14400,17.52,19,65,80,466,4,3,345,31,18,32,0.563,25,49,0.51,0.531,22,35,0.629
22200449,True,MIN,14400,18.0,12,55,65,393,6,1,280,38,20,25,0.8,37,62,0.597,0.655,19,28,0.679
22200449,False,CHI,14400,18.06,17,38,53,442,4,0,326,31,19,33,0.576,27,55,0.491,0.523,23,25,0.92
22200450,True,DEN,14400,17.55,28,56,84,475,6,5,341,33,23,44,0.523,20,50,0.4,0.457,21,34,0.618
22200450,False,CHA,14400,18.48,27,66,88,416,4,3,291,26,14,38,0.368,27,58,0.466,0.427,25,39,0.641
22200451,True,LAL,14400,17.65,24,56,77,348,4,1,229,29,21,39,0.538,25,53,0.472,0.5,19,26,0.731
22200451,False,WAS,14400,18.07,23,62,82,400,4,2,277,24,23,42,0.548,21,53,0.396,0.463,27,42,0.643
22200452,True,CLE,14400,16.57,9,72,78,368,6,4,258,24,11,25,0.44,32,45,0.711,0.614,17,26,0.654
22200452,False,UTA,14400,17.42,30,33,62,357,3,5,236,19,19,48,0.396,17,43,0.395,0.387,19,25,0.76
22200453,True,PHI,15900,18.4,19,58,76,456,7,6,339,22,11,26,0.423,21,54,0.389,0.4,13,16,0.813
22200453,False,TOR,15900,19.39,21,60,80,470,5,0,348,24,17,29,0.586,20,59,0.339,0.42,13,20,0.65
22200454,True,ATL,14400,18.16,29,62,89,366,1,1,247,29,23,41,0.561,25,53,0.472,0.511,21,29,0.724
22200454,False,ORL,14400,18.49,26,67,91,391,2,1,265,29,23,43,0.535,22,52,0.423,0.474,21,29,0.724
22200455,True,HOU,14400,17.64,31,42,71,406,3,7,276,23,26,55,0.473,14,39,0.359,0.426,13,20,0.65
22200455,False,SAS,14400,18.69,24,68,88,405,5,5,285,30,14,24,0.583,32,59,0.542,0.554,27,46,0.587
22200456,True,MIN,14400,17.32,21,47,66,393,3,1,270,19,29,50,0.58,13,39,0.333,0.472,8,17,0.471
22200456,False,DAL,14400,16.77,18,52,67,414,5,1,300,23,10,27,0.37,21,49,0.429,0.408,19,31,0.613
22200457,True,NOP,14400,18.27,34,48,79,466,4,3,324,30,14,34,0.412,28,65,0.431,0.424,20,22,0.909
22200457,False,MIL,14400,18.07,23,64,85,393,4,3,268,26,21,24,0.875,24,57,0.421,0.556,12,27,0.444
22200458,True,OKC,14400,18.28,27,43,69,399,2,3,278,20,20,37,0.541,20,51,0.392,0.455,21,33,0.636
22200458,False,POR,14400,17.68,29,57,82,458,2,3,328,26,19,34,0.559,25,54,0.463,0.5,20,34,0.588
22200459,True,PHX,14400,17.5,29,50,76,404,3,4,287,21,16,29,0.552,30,64,0.469,0.495,13,24,0.542
22200459,False,LAL,14400,17.79,21,49,69,347,0,2,227,13,14,37,0.378,25,50,0.5,0.448,11,18,0.611
22200460,True,SAC,14400,19.08,30,50,76,417,3,3,291,23,23,44,0.523,22,51,0.431,0.474,28,36,0.778
22200460,False,CHA,14400,19.21,25,71,89,431,4,2,299,26,23,40,0.575,26,55,0.473,0.516,22,38,0.579
22200461,True,DET,14400,17.41,22,50,68,346,0,0,231,22,17,33,0.515,24,48,0.5,0.506,15,23,0.652
22200461,False,UTA,14400,17.42,22,51,68,400,2,2,279,27,16,30,0.533,31,63,0.492,0.505,19,29,0.655
22200462,True,MIA,14400,17.36,17,40,56,425,6,2,306,26,16,27,0.593,22,54,0.407,0.469,12,17,0.706
22200462,False,CHI,14400,17.12,11,54,63,397,4,2,290,24,16,24,0.667,24,49,0.49,0.548,14,21,0.667
22200463,True,NYK,14400,17.32,25,47,72,377,2,3,256,27,18,30,0.6,27,57,0.474,0.517,13,16,0.813
22200463,False,GSW,14400,17.32,11,49,58,441,5,2,332,23,17,26,0.654,18,48,0.375,0.473,16,21,0.762
22200464,True,PHX,14400,17.39,28,45,68,417,3,3,298,26,22,39,0.564,19,50,0.38,0.461,16,19,0.842
22200464,False,WAS,14400,17.31,18,55,72,381,4,5,270,22,17,33,0.515,21,47,0.447,0.475,13,20,0.65
22200465,True,DEN,14400,16.92,30,55,81,458,3,4,334,28,15,37,0.405,25,52,0.481,0.449,21,25,0.84
22200465,False,MEM,14400,17.37,24,62,82,378,5,2,261,25,22,36,0.611,14,45,0.311,0.444,20,38,0.526
22200466,True,CLE,14400,17.42,24,50,72,357,2,4,239,22,16,32,0.5,25,53,0.472,0.482,17,28,0.607
22200466,False,MIL,14400,17.48,26,59,81,389,4,4,264,20,17,32,0.531,22,51,0.431,0.47,20,25,0.8
22200467,True,PHI,14400,17.31,33,65,93,424,4,5,302,27,20,34,0.588,21,59,0.356,0.441,13,25,0.52
22200467,False,DET,14400,18.13,24,60,84,369,1,5,244,15,14,38,0.368,17,41,0.415,0.392,25,34,0.735
22200468,True,ATL,14400,17.86,23,56,76,396,0,0,268,22,13,34,0.382,26,57,0.456,0.429,16,26,0.615
22200468,False,CHI,14400,17.55,21,61,82,361,1,1,248,20,16,30,0.533,27,56,0.482,0.5,13,20,0.65
22200469,True,BOS,14400,17.82,44,67,108,427,4,0,280,26,21,50,0.42,18,51,0.353,0.386,21,30,0.7
22200469,False,IND,14400,18.74,32,60,91,421,2,2,299,27,18,37,0.486,28,61,0.459,0.469,24,48,0.5
22200470,True,BKN,14400,17.87,7,54,59,435,7,2,318,42,17,29,0.586,37,55,0.673,0.643,23,36,0.639
22200470,False,GSW,14400,17.95,26,43,68,438,4,1,311,32,18,35,0.514,23,48,0.479,0.494,11,14,0.786
22200471,True,NYK,14400,17.64,23,62,83,355,1,2,242,25,19,32,0.594,23,44,0.523,0.553,18,27,0.667
22200471,False,TOR,14400,17.07,34,46,77,382,0,0,265,17,21,38,0.553,21,56,0.375,0.447,17,22,0.773
22200472,True,HOU,14400,16.86,27,62,82,422,5,3,293,22,15,28,0.536,26,60,0.433,0.466,20,30,0.667
22200472,False,ORL,14400,17.71,30,52,80,377,2,4,258,19,23,42,0.548,17,48,0.354,0.451,17,24,0.708
22200473,True,MIN,14400,16.96,20,51,69,361,2,1,256,23,23,41,0.561,19,44,0.432,0.494,7,13,0.538
22200473,False,DAL,14400,16.45,16,56,70,402,4,3,289,17,16,27,0.593,18,48,0.375,0.453,20,32,0.625
22200474,True,OKC,14400,17.79,22,55,75,391,1,1,280,19,16,29,0.552,20,48,0.417,0.468,19,26,0.731
22200474,False,POR,14400,17.48,29,43,70,477,4,3,357,29,17,32,0.531,22,47,0.468,0.494,15,25,0.6
22200475,True,SAC,14400,18.89,24,54,76,440,1,1,310,29,22,34,0.647,26,61,0.426,0.505,18,27,0.667
22200475,False,LAL,14400,18.28,13,55,65,381,2,1,265,25,19,39,0.487,23,45,0.511,0.5,17,25,0.68
22200476,True,LAC,14400,18.45,10,68,77,453,4,2,326,29,8,14,0.571,33,67,0.493,0.506,21,35,0.6
22200476,False,CHA,14400,19.29,28,41,69,392,2,4,260,25,11,34,0.324,26,57,0.456,0.402,11,16,0.688
22200477,True,NOP,14400,18.56,31,57,86,409,3,3,279,25,21,36,0.583,23,55,0.418,0.484,17,24,0.708
22200477,False,SAS,14400,19.25,30,53,82,434,2,1,307,23,22,43,0.512,21,47,0.447,0.478,20,32,0.625
22200478,True,UTA,14400,17.47,18,46,62,347,0,2,230,16,20,40,0.5,22,46,0.478,0.488,21,32,0.656
22200478,False,WAS,14400,17.36,14,51,64,362,1,2,253,20,22,37,0.595,24,45,0.533,0.561,13,19,0.684
22200479,True,ORL,14400,18.78,20,59,77,398,2,1,274,30,21,37,0.568,29,50,0.58,0.575,19,29,0.655
22200479,False,SAS,14400,18.85,32,46,75,446,2,2,319,28,19,39,0.487,25,58,0.431,0.454,21,33,0.636
22200480,True,PHI,14400,17.13,23,47,68,401,1,1,283,31,21,35,0.6,26,53,0.491,0.534,9,12,0.75
22200480,False,LAC,14400,17.39,14,42,56,385,5,2,274,25,14,25,0.56,27,56,0.482,0.506,19,25,0.76
22200481,True,ATL,14400,17.85,19,65,83,396,3,1,278,30,24,35,0.686,25,57,0.439,0.533,14,24,0.583
22200481,False,DET,14400,18.22,29,50,76,378,0,2,254,17,12,27,0.444,25,63,0.397,0.411,25,33,0.758
22200482,True,BOS,14400,17.25,31,54,82,415,7,2,286,28,19,42,0.452,25,58,0.431,0.44,18,28,0.643
22200482,False,MIN,14400,17.77,24,57,80,371,3,3,248,25,18,34,0.529,26,57,0.456,0.484,24,39,0.615
22200483,True,BKN,14400,17.48,22,59,79,396,1,1,276,30,18,37,0.486,28,56,0.5,0.495,20,25,0.8
22200483,False,MIL,14400,17.64,24,49,71,396,1,1,270,17,22,33,0.667,15,51,0.294,0.44,12,19,0.632
22200484,True,CLE,14400,17.17,20,51,70,355,2,4,242,27,16,27,0.593,23,49,0.469,0.513,16,24,0.667
22200484,False,TOR,14400,17.49,25,59,80,421,4,1,305,25,16,32,0.5,26,52,0.5,0.5,14,20,0.7
22200485,True,NYK,14400,17.4,33,58,89,406,0,0,291,23,13,27,0.481,30,59,0.508,0.5,16,27,0.593
22200485,False,CHI,14400,16.92,27,53,73,321,3,1,214,24,20,41,0.488,25,52,0.481,0.484,10,18,0.556
22200486,True,MIA,14400,17.96,27,56,82,445,0,0,316,23,19,46,0.413,22,48,0.458,0.432,11,18,0.611
22200486,False,IND,14400,17.97,27,71,97,396,4,1,282,26,10,23,0.435,30,60,0.5,0.482,18,32,0.563
22200487,True,HOU,14400,16.76,31,51,80,427,5,1,306,26,17,38,0.447,20,43,0.465,0.457,9,13,0.692
22200487,False,DAL,14400,16.91,19,48,65,358,3,3,244,20,11,19,0.579,25,61,0.41,0.45,19,31,0.613
22200488,True,OKC,15900,20.56,27,57,82,456,6,4,319,27,21,40,0.525,26,62,0.419,0.461,22,37,0.595
22200488,False,NOP,15900,19.99,37,72,106,501,7,5,360,30,21,43,0.488,20,51,0.392,0.436,27,37,0.73
