gameid,home,team,SEC,PTS,contestedshots,contestedshots2P,contestedshots3P,deflections,chargesdrawn,screenAST,screenASTPTS,looseballsrecoveredOFF,looseballsrecoveredDEF,looseballsrecoveredtotal,OFFboxouts,DEFboxouts,boxoutplayerteamREB,boxoutplayerREB,boxouts
22200458,True,OKC,14400,123,39,28,11,12,3,2,4,3,1,4,1,2,3,3,3
22200458,False,POR,14400,121,35,29,6,9,0,5,14,1,2,3,0,5,5,1,5
22200459,True,PHX,14400,130,43,30,13,14,0,18,43,3,3,6,1,10,11,6,11
22200459,False,LAL,14400,104,47,30,17,6,0,13,28,2,2,4,0,4,4,2,4
22200460,True,SAC,14400,119,55,31,24,19,2,6,15,4,2,6,0,5,5,4,5
22200460,False,CHA,14400,125,60,36,24,18,0,8,19,5,1,6,1,2,3,2,3
22200461,True,DET,14400,111,68,31,37,14,1,8,17,3,7,10,0,5,3,2,5
22200461,False,UTA,14400,126,45,34,11,15,1,17,46,4,2,6,2,8,9,4,10
22200462,True,MIA,14400,103,35,14,21,11,0,6,14,1,0,1,0,3,3,1,3
22200462,False,CHI,14400,113,43,14,29,17,0,15,32,2,1,3,0,3,3,1,3
22200463,True,NYK,14400,132,35,15,20,17,1,13,30,3,4,7,6,7,13,11,13
22200463,False,GSW,14400,94,44,24,20,12,0,11,26,2,1,3,1,5,6,3,6
22200464,True,PHX,14400,110,46,26,20,9,0,7,18,3,0,3,0,8,4,1,8
22200464,False,WAS,14400,113,51,33,18,8,0,12,25,1,3,4,0,3,2,2,3
22200465,True,DEN,14400,105,51,32,19,15,2,6,16,2,4,6,0,8,8,3,8
22200465,False,MEM,14400,91,61,46,15,21,0,6,13,3,2,5,3,3,5,2,6
22200466,True,CLE,14400,114,44,29,15,18,0,11,24,3,3,6,1,9,7,2,10
22200466,False,MIL,14400,106,49,29,20,11,0,5,12,5,3,8,4,7,10,5,11
22200467,True,PHI,14400,113,33,25,8,16,0,6,16,0,3,3,1,4,5,4,5
22200467,False,DET,14400,93,32,21,11,7,0,14,30,2,2,4,2,1,3,3,3
22200468,True,ATL,14400,108,58,45,13,11,0,13,31,0,2,2,0,2,2,0,2
22200468,False,CHI,14400,110,51,32,19,16,0,9,18,2,5,7,0,4,4,1,4
22200469,True,BOS,14400,112,67,45,22,28,0,9,21,4,3,7,4,3,7,4,7
22200469,False,IND,14400,117,58,34,24,18,0,6,15,4,6,10,1,5,5,4,6
22200470,True,BKN,14400,143,32,20,12,25,0,20,48,0,3,3,0,3,3,2,3
22200470,False,GSW,14400,113,44,33,11,13,0,8,19,2,0,2,2,0,2,2,2
22200471,True,NYK,14400,106,57,35,22,5,0,4,8,3,0,3,2,5,5,3,7
22200471,False,TOR,14400,113,46,30,16,16,0,11,24,4,4,8,0,6,6,1,6
22200472,True,HOU,14400,110,59,29,30,11,0,6,15,2,2,4,0,5,5,2,5
22200472,False,ORL,14400,116,57,23,34,19,0,7,17,3,3,6,2,4,6,5,6
22200473,True,MIN,14400,99,34,16,18,12,1,10,20,1,0,1,0,4,4,0,4
22200473,False,DAL,14400,104,45,29,16,8,0,7,18,3,1,4,1,12,13,4,13
22200474,True,OKC,14400,101,46,26,20,18,1,11,23,3,1,4,0,1,1,0,1
22200474,False,POR,14400,98,36,26,10,13,0,6,16,1,2,3,2,4,5,2,6
22200475,True,SAC,14400,134,43,26,17,10,3,12,30,0,0,0,1,2,3,2,3
22200475,False,LAL,14400,120,40,22,18,16,1,9,20,0,1,1,0,3,3,3,3
22200476,True,LAC,14400,126,30,25,5,13,0,7,18,0,1,1,2,2,4,3,4
22200476,False,CHA,14400,105,23,11,12,17,0,6,13,4,0,4,0,3,3,0,3
22200477,True,NOP,14400,126,53,37,16,22,2,12,29,4,2,6,1,6,7,4,7
22200477,False,SAS,14400,117,35,23,12,13,0,10,21,6,5,11,0,5,5,3,5
22200478,True,UTA,14400,120,48,32,16,11,0,11,29,4,4,8,0,7,7,5,7
22200478,False,WAS,14400,112,40,25,15,16,0,14,31,2,2,4,0,6,6,1,6
22200479,True,ORL,14400,133,68,39,29,12,1,14,32,3,3,6,0,9,7,4,9
22200479,False,SAS,14400,113,76,52,24,19,0,15,34,2,4,6,1,3,4,3,4
22200480,True,PHI,14400,119,45,28,17,10,0,3,7,2,3,5,0,4,4,1,4
22200480,False,LAC,14400,114,45,28,17,14,0,23,51,1,1,2,2,4,5,4,6
22200481,True,ATL,14400,130,53,32,21,17,1,9,19,1,3,4,1,5,6,4,6
22200481,False,DET,14400,105,43,23,20,8,1,12,26,3,2,5,0,2,2,2,2
22200482,True,BOS,14400,121,71,43,28,15,1,4,10,3,4,7,0,6,6,5,6
22200482,False,MIN,14400,109,66,32,34,13,0,5,10,1,1,2,0,2,2,2,2
22200483,True,BKN,14400,118,34,18,16,20,0,10,24,2,2,4,0,4,3,2,4
22200483,False,MIL,14400,100,43,32,11,11,0,3,6,2,2,4,1,1,1,0,2
22200484,True,CLE,14400,107,51,30,21,14,0,8,18,3,1,4,0,5,4,2,5
22200484,False,TOR,14400,118,40,25,15,23,0,6,16,3,5,8,0,3,2,1,3
22200485,True,NYK,14400,117,47,28,19,4,0,5,12,2,0,2,4,8,12,7,12
22200485,False,CHI,14400,118,57,33,24,16,0,8,16,0,4,4,2,8,10,6,10
22200486,True,MIA,14400,108,36,16,20,8,3,11,27,1,4,5,4,0,2,2,4
22200486,False,IND,14400,111,41,25,16,11,0,9,22,2,1,3,0,0,0,0,0
22200487,True,HOU,14400,106,39,18,21,11,0,7,14,3,1,4,1,1,2,1,2
22200487,False,DAL,14400,112,44,31,13,14,1,13,31,3,2,5,1,2,3,1,3
22200488,True,OKC,15900,125,38,30,8,10,0,2,5,1,3,4,0,4,4,3,4
22200488,False,NOP,15900,128,38,30,8,19,0,4,11,4,1,5,0,4,4,2,4
22200489,True,DEN,14400,120,18,14,4,14,0,7,15,2,1,3,1,4,5,4,5
22200489,False,POR,14400,107,21,16,5,7,1,7,14,2,1,3,1,6,6,2,7
22200490,True,PHX,14400,100,34,29,5,14,0,11,24,2,1,3,0,3,3,2,3
22200490,False,MEM,14400,125,34,22,12,17,0,8,17,1,1,2,4,2,6,6,6
22200491,True,SAC,14400,111,42,22,20,14,1,7,17,3,2,5,1,3,4,3,4
22200491,False,WAS,14400,125,37,24,13,11,1,5,11,0,1,1,1,4,5,4,5
22200492,True,LAL,14400,130,36,21,15,12,1,9,21,3,1,4,1,7,8,5,8
22200492,False,CHA,14400,134,49,28,21,22,0,10,22,4,3,7,1,2,3,2,3
22200493,True,NYK,14400,112,44,23,21,8,0,4,10,2,2,4,3,1,3,3,4
22200493,False,PHI,14400,119,44,26,18,17,0,6,17,3,1,4,0,11,11,4,11
22200494,True,DAL,14400,124,36,26,10,8,1,4,9,4,1,5,0,3,3,2,3
22200494,False,LAL,14400,115,27,13,14,8,2,4,8,5,3,8,0,8,8,5,8
22200495,True,BOS,14400,139,44,22,22,21,0,9,21,1,3,4,1,7,7,3,8
22200495,False,MIL,14400,118,42,27,15,15,0,4,9,2,3,5,1,5,6,3,6
22200496,True,GSW,14400,123,43,32,11,8,2,17,41,6,1,7,1,6,7,6,7
22200496,False,MEM,14400,109,33,19,14,18,0,9,19,2,1,3,7,4,11,7,11
22200497,True,DEN,15900,128,49,28,21,14,0,11,27,3,4,7,1,2,3,2,3
22200497,False,PHX,15900,125,53,32,21,24,1,11,26,2,1,3,2,3,5,4,5
22200498,True,CLE,14400,117,55,31,24,13,2,10,24,5,5,10,2,2,4,3,4
22200498,False,BKN,14400,125,36,17,19,13,0,7,17,7,4,11,1,5,6,2,6
22200499,True,DET,15900,131,57,31,26,17,1,9,22,4,4,8,7,8,13,8,15
22200499,False,LAC,15900,142,62,38,24,27,0,9,20,3,5,8,0,15,15,8,15
22200500,True,MIA,14400,113,33,13,20,14,1,21,47,0,3,3,0,3,3,0,3
22200500,False,MIN,14400,110,39,18,21,13,0,8,18,3,1,4,1,3,4,2,4
22200501,True,CHI,14400,118,43,17,26,14,0,14,28,3,2,5,1,3,4,2,4
22200501,False,HOU,14400,133,45,27,18,13,0,13,31,1,1,2,0,3,3,3,3
22200502,True,NOP,14400,113,36,25,11,16,0,7,18,2,4,6,4,12,16,7,16
22200502,False,IND,14400,93,41,23,18,21,1,4,11,2,2,4,1,10,11,5,11
22200503,True,SAS,14400,126,55,29,26,14,0,13,28,1,3,4,2,10,9,6,12
22200503,False,UTA,14400,122,40,31,9,15,0,9,22,1,4,5,4,5,8,3,9
22200504,True,POR,14400,124,58,42,16,17,0,8,21,2,3,5,1,6,7,4,7
22200504,False,CHA,14400,113,50,27,23,23,0,13,30,5,2,7,0,3,3,2,3
22200505,True,ORL,14400,110,41,21,20,12,0,16,33,0,1,1,0,3,3,2,3
22200505,False,LAL,14400,129,45,29,16,7,3,11,28,4,3,7,2,4,6,4,6
22200506,True,WAS,14400,116,35,25,10,10,0,10,24,1,2,3,0,2,0,0,2
22200506,False,PHI,14400,111,35,25,10,13,1,6,12,0,2,2,1,2,3,1,3
22200507,True,BOS,14400,126,38,15,23,14,0,8,23,4,3,7,0,5,5,4,5
22200507,False,HOU,14400,102,26,10,16,11,0,6,14,4,1,5,0,2,2,2,2
22200508,True,IND,14400,129,33,23,10,9,0,7,16,0,2,2,0,4,3,2,4
22200508,False,ATL,14400,114,41,24,17,9,0,11,24,1,0,1,0,4,4,1,4
22200509,True,TOR,14400,113,45,29,16,22,0,9,18,2,2,4,0,4,4,1,4
22200509,False,LAC,14400,124,39,33,6,15,0,9,20,1,3,4,1,9,10,2,10
22200510,True,MEM,14400,108,43,27,16,22,0,8,18,2,3,5,0,3,3,2,3
22200510,False,PHX,14400,125,51,33,18,12,1,9,23,2,3,5,0,3,3,1,3
22200511,True,OKC,14400,130,46,36,10,13,1,6,13,2,4,6,2,3,5,3,5
22200511,False,SAS,14400,114,27,26,1,16,0,7,15,1,3,4,4,0,4,2,4
22200512,True,DAL,15900,126,56,30,26,4,1,14,29,1,2,3,1,10,10,0,11
22200512,False,NYK,15900,121,45,19,26,10,0,5,11,0,1,1,3,10,8,5,13
22200513,True,GSW,14400,110,29,24,5,10,0,10,23,2,0,2,1,3,4,3,4
22200513,False,CHA,14400,105,26,19,7,11,0,14,32,0,2,2,1,1,2,1,2
22200514,True,SAC,14400,106,28,17,11,13,0,10,22,2,0,2,0,2,2,1,2
22200514,False,DEN,14400,113,27,17,10,14,0,6,14,1,3,4,1,3,4,2,4
22200515,True,DET,14400,121,58,44,14,12,1,8,19,3,3,6,1,1,2,1,2
22200515,False,ORL,14400,101,53,27,26,15,0,6,12,4,3,7,2,11,9,5,13
22200516,True,WAS,14400,127,49,36,13,12,0,6,13,3,1,4,1,3,2,0,4
22200516,False,PHX,14400,102,53,34,19,8,0,9,19,3,4,7,0,4,2,0,4
22200517,True,ATL,14400,107,56,39,17,18,0,11,27,5,5,10,2,5,6,4,7
22200517,False,BKN,14400,108,70,58,12,14,1,5,10,5,1,6,0,7,5,2,7
22200518,True,MIA,14400,112,28,12,16,21,2,12,27,2,3,5,0,4,3,1,4
22200518,False,LAL,14400,98,52,29,23,12,1,1,2,3,0,3,0,5,5,1,5
22200519,True,CHI,15900,119,37,31,6,17,2,15,33,1,3,4,0,3,3,2,3
22200519,False,MIL,15900,113,44,36,8,17,1,4,8,3,0,3,4,2,6,6,6
22200520,True,NOP,14400,119,43,26,17,10,0,13,30,3,4,7,1,12,13,7,13
22200520,False,MIN,14400,118,36,25,11,16,2,5,11,2,1,3,2,4,5,3,6
22200521,True,GSW,14400,112,75,33,42,16,0,8,19,4,0,4,0,7,7,6,7
22200521,False,UTA,14400,107,52,23,29,13,1,8,21,2,2,4,1,1,2,2,2
22200522,True,SAC,14400,127,45,34,11,18,0,8,17,6,3,9,1,2,3,1,3
22200522,False,DEN,14400,126,44,31,13,11,1,12,26,1,2,3,0,1,1,1,1
22200523,True,CHA,14400,121,51,32,19,19,0,11,25,3,3,6,3,5,8,8,8
22200523,False,OKC,14400,113,37,22,15,22,1,13,27,3,3,6,0,7,7,1,7
22200524,True,IND,14400,135,48,35,13,13,0,14,33,1,1,2,1,2,3,1,3
22200524,False,CLE,14400,126,49,32,17,15,0,12,27,6,3,9,1,3,3,2,4
22200525,True,BOS,14400,116,43,25,18,22,1,9,18,3,2,5,4,6,8,6,10
22200525,False,LAC,14400,110,46,24,22,13,0,4,10,2,1,3,2,5,7,3,7
22200526,True,TOR,14400,106,48,30,18,22,0,7,16,3,2,5,0,8,7,2,8
22200526,False,MEM,14400,119,56,40,16,13,0,4,9,4,5,9,1,6,6,3,7
22200527,True,SAS,14400,122,41,24,17,11,1,10,23,2,7,9,0,3,3,2,3
22200527,False,NYK,14400,115,49,33,16,17,0,8,18,6,2,8,1,3,4,3,4
22200528,True,DAL,14400,129,29,21,8,9,1,4,10,0,0,0,0,7,6,6,7
22200528,False,HOU,14400,114,27,17,10,7,0,5,12,2,2,4,3,1,4,4,4
22200529,True,ORL,14400,100,35,12,23,16,2,19,38,4,2,6,1,3,4,2,4
22200529,False,WAS,14400,119,54,41,13,6,1,8,19,2,2,4,0,7,7,0,7
22200530,True,ATL,14400,121,57,40,17,20,0,14,29,2,1,3,0,2,0,0,2
22200530,False,LAL,14400,130,70,42,28,15,1,5,11,2,2,4,1,8,9,5,9
22200531,True,TOR,14400,113,39,28,11,24,1,5,10,2,5,7,3,9,9,4,12
22200531,False,PHX,14400,104,49,29,20,10,3,9,20,0,4,4,2,10,11,3,12
22200532,True,CHI,14400,132,58,31,27,16,0,14,33,1,1,2,2,10,8,5,12
22200532,False,DET,14400,118,53,39,14,11,1,9,23,2,3,5,0,3,3,1,3
22200533,True,MIL,14400,123,46,35,11,12,0,4,10,0,2,2,0,4,4,3,4
22200533,False,MIN,14400,114,48,24,24,21,0,7,15,2,1,3,0,6,3,0,6
22200534,True,NOP,14400,127,23,18,5,13,1,10,26,1,2,3,1,1,1,0,2
22200534,False,PHI,14400,116,28,20,8,6,0,0,0,0,1,1,0,3,3,0,3
22200535,True,DEN,14400,124,34,22,12,19,1,10,22,0,1,1,0,3,3,2,3
22200535,False,MIA,14400,119,31,23,8,19,0,14,34,1,1,2,2,2,3,1,4
22200536,True,GSW,14400,118,64,39,25,19,1,9,23,1,0,1,4,2,6,6,6
22200536,False,POR,14400,112,49,25,24,10,1,7,15,6,4,10,1,3,2,1,4
22200537,True,SAC,14400,126,53,29,24,13,0,14,34,2,0,2,0,3,3,2,3
22200537,False,UTA,14400,125,57,37,20,16,0,6,14,1,3,4,1,5,6,5,6
22200538,True,IND,14400,131,46,27,19,16,0,9,20,3,4,7,1,4,5,1,5
22200538,False,LAC,14400,130,52,28,24,20,0,4,8,5,4,9,0,3,2,0,3
22200539,True,CHA,14400,106,18,13,5,18,0,2,4,1,0,1,2,3,5,5,5
22200539,False,BKN,14400,123,22,17,5,12,0,13,31,1,0,1,1,2,3,2,3
22200540,True,CHI,14400,102,41,19,22,26,0,11,23,1,6,7,0,0,0,0,0
22200540,False,CLE,14400,103,46,36,10,13,1,7,15,10,1,11,0,2,1,1,2
22200541,True,HOU,14400,88,30,17,13,9,1,7,17,1,1,2,1,3,4,4,4
22200541,False,NYK,14400,108,27,11,16,15,0,8,19,1,3,4,1,1,2,1,2
22200542,True,SAS,14400,125,45,25,20,10,0,12,26,1,1,2,2,2,4,3,4
22200542,False,DAL,14400,126,39,33,6,15,1,20,45,2,0,2,0,2,2,0,2
22200543,True,MEM,14400,116,50,37,13,17,1,11,25,4,4,8,0,7,7,2,7
22200543,False,NOP,14400,101,46,26,20,11,1,3,6,3,3,6,0,9,9,6,9
22200544,True,MIN,14400,104,63,42,21,20,0,4,10,0,3,3,0,2,2,0,2
22200544,False,DET,14400,116,58,31,27,10,0,9,22,2,1,3,1,2,3,0,3
22200545,True,OKC,14400,96,49,39,10,13,1,7,15,1,6,7,1,3,4,2,4
22200545,False,PHI,14400,115,28,21,7,9,1,6,14,2,1,3,2,5,7,5,7
22200546,True,UTA,14400,123,53,30,23,16,0,3,8,2,3,5,1,3,4,0,4
22200546,False,MIA,14400,126,48,25,23,20,1,9,21,5,2,7,1,9,10,3,10
22200547,True,MEM,14400,118,48,29,19,19,0,13,28,4,3,7,2,6,8,5,8
22200547,False,SAC,14400,108,52,32,20,12,0,8,23,2,2,4,0,3,2,0,3
22200548,True,MIL,14400,95,56,38,18,15,0,7,15,2,3,5,1,3,3,1,4
22200548,False,WAS,14400,118,54,26,28,10,0,11,24,4,4,8,0,4,3,3,4
22200549,True,DEN,14400,123,37,19,18,8,0,11,27,1,0,1,0,6,5,0,6
22200549,False,BOS,14400,111,34,23,11,14,0,6,14,2,1,3,1,7,8,0,8
22200550,True,NYK,14400,102,45,27,18,6,0,5,11,2,1,3,2,6,7,4,8
22200550,False,PHX,14400,83,37,17,20,18,0,13,27,0,1,1,2,7,8,3,9
22200551,True,CHA,14400,115,44,27,17,17,0,10,24,3,3,6,3,4,4,1,7
22200551,False,LAL,14400,121,30,22,8,10,0,9,19,6,1,7,1,4,4,2,5
22200552,True,CLE,15900,145,55,34,21,11,0,13,30,3,0,3,3,10,12,8,13
22200552,False,CHI,15900,134,51,21,30,14,0,7,14,3,1,4,2,7,9,5,9
22200553,True,IND,14400,122,47,18,29,12,1,13,28,3,6,9,2,7,8,4,9
22200553,False,TOR,14400,114,60,46,14,19,0,8,17,3,4,7,2,7,8,3,9
22200554,True,PHI,14400,120,27,20,7,12,1,4,8,0,1,1,1,1,2,1,2
22200554,False,NOP,14400,111,33,21,12,5,1,7,15,1,2,3,0,0,0,0,0
22200555,True,BKN,14400,139,54,36,18,15,1,18,43,3,1,4,1,3,2,2,4
22200555,False,SAS,14400,103,44,35,9,8,0,5,11,1,2,3,2,2,4,2,4
22200556,True,HOU,14400,106,23,11,12,14,0,5,12,0,0,0,2,1,3,2,3
22200556,False,DAL,14400,111,38,27,11,8,2,6,14,2,2,4,0,3,3,0,3
22200557,True,MIN,14400,124,47,34,13,12,0,7,17,0,2,2,1,4,4,0,5
22200557,False,DEN,14400,111,35,19,16,14,1,7,17,2,2,4,0,1,1,0,1
22200558,True,GSW,17400,143,50,36,14,15,0,14,37,3,2,5,3,2,5,4,5
22200558,False,ATL,17400,141,50,26,24,23,0,19,43,0,3,3,0,2,2,1,2
22200559,True,POR,14400,135,26,24,2,17,0,9,23,1,2,3,1,5,6,4,6
22200559,False,DET,14400,106,36,25,11,10,0,6,13,2,2,4,1,3,4,2,4
22200560,True,LAC,14400,100,45,22,23,14,0,8,19,2,2,4,0,3,2,1,3
22200560,False,MIA,14400,110,29,13,16,10,1,6,15,3,3,6,1,6,5,2,7
22200561,True,MIL,14400,123,63,45,18,11,0,3,7,2,1,3,2,4,6,6,6
22200561,False,WAS,14400,113,49,30,19,8,0,16,32,3,5,8,0,3,3,1,3
22200562,True,OKC,14400,150,50,27,23,12,0,17,37,5,7,12,1,3,4,2,4
22200562,False,BOS,14400,117,53,27,26,16,0,10,24,3,2,5,2,5,7,4,7
22200563,True,UTA,14400,115,49,33,16,15,0,9,23,4,1,5,1,3,4,3,4
22200563,False,SAC,14400,117,63,29,34,17,0,11,23,3,0,3,0,0,0,0,0
22200564,True,CHA,14400,107,55,36,19,18,0,4,10,4,4,8,3,5,7,7,8
22200564,False,MEM,14400,131,63,39,24,16,0,14,32,4,7,11,1,9,9,5,10
22200565,True,CLE,14400,90,47,31,16,14,0,6,15,1,5,6,0,8,8,6,8
22200565,False,PHX,14400,88,28,16,12,15,0,11,26,0,2,2,0,0,0,0,0
22200566,True,ORL,14400,126,49,23,26,10,0,11,23,3,2,5,2,3,3,2,5
22200566,False,OKC,14400,115,56,32,24,12,1,9,19,1,2,3,2,2,3,3,4
22200567,True,PHI,15900,129,49,33,16,19,1,11,24,5,3,8,4,7,8,4,11
22200567,False,IND,15900,126,59,39,20,25,0,12,26,6,4,10,1,5,6,5,6
22200568,True,NYK,14400,117,50,33,17,9,2,13,28,3,2,5,0,9,3,2,9
22200568,False,SAS,14400,114,59,44,15,6,1,18,40,3,1,4,0,5,3,2,5
22200569,True,TOR,15900,101,48,25,23,21,2,11,25,2,3,5,0,3,3,0,3
22200569,False,MIL,15900,104,65,38,27,12,1,2,5,4,2,6,0,9,9,3,9
22200570,True,CHI,14400,121,46,30,16,17,0,9,19,1,2,3,0,1,1,1,1
22200570,False,BKN,14400,112,50,39,11,20,0,6,14,1,1,2,0,1,1,0,1
22200571,True,MIN,14400,113,42,21,21,8,2,8,20,3,2,5,1,4,5,4,5
22200571,False,POR,14400,106,42,30,12,15,0,7,17,3,4,7,4,10,11,7,14
22200572,True,NOP,14400,119,41,24,17,14,1,5,13,3,3,6,2,6,8,8,8
22200572,False,HOU,14400,108,31,16,15,15,2,6,15,3,5,8,1,1,2,2,2
22200573,True,GSW,14400,119,36,27,9,8,0,17,41,2,1,3,1,7,7,6,8
22200573,False,DET,14400,122,30,19,11,13,0,9,21,5,2,7,1,2,3,3,3
22200574,True,LAL,14400,112,48,33,15,17,0,6,13,2,3,5,2,3,5,1,5
22200574,False,MIA,14400,109,30,25,5,16,0,9,19,4,2,6,2,7,9,4,9
22200575,True,SAC,14400,117,32,21,11,19,0,12,29,1,1,2,2,1,3,3,3
22200575,False,ATL,14400,120,32,26,6,19,0,10,23,3,1,4,1,4,5,5,5
22200576,True,ORL,14400,115,55,30,25,14,2,9,19,2,0,2,2,7,9,4,9
22200576,False,MEM,14400,123,61,33,28,11,2,8,17,3,3,6,1,12,13,8,13
22200577,True,DAL,14400,95,44,20,24,15,1,11,24,2,0,2,4,5,9,5,9
22200577,False,BOS,14400,124,51,27,24,14,0,3,6,4,2,6,5,7,11,6,12
22200578,True,HOU,14400,114,51,21,30,8,2,11,29,3,4,7,1,5,5,3,6
22200578,False,UTA,14400,131,52,30,22,13,1,14,34,3,4,7,1,10,8,4,11
22200579,True,DEN,14400,122,43,27,16,16,0,4,11,0,2,2,1,3,3,2,4
22200579,False,LAC,14400,91,45,20,25,14,0,4,9,3,1,4,0,2,0,0,2
22200580,True,IND,14400,108,48,25,23,12,1,10,25,0,4,4,0,3,3,2,3
22200580,False,POR,14400,99,33,23,10,6,3,7,16,2,1,3,2,5,6,3,7
22200581,True,PHI,14400,112,36,20,16,13,2,8,19,4,0,4,0,4,3,1,4
22200581,False,CHI,14400,126,39,26,13,12,1,7,19,0,1,1,2,4,6,3,6
22200582,True,TOR,14400,108,50,27,23,23,0,7,15,2,2,4,1,16,15,6,17
22200582,False,NYK,14400,112,56,39,17,6,0,7,18,3,3,6,2,18,18,9,20
22200583,True,MIL,14400,109,60,31,29,12,0,10,25,2,2,4,0,0,0,0,0
22200583,False,CHA,14400,138,42,18,24,16,0,13,30,4,2,6,1,3,4,2,4
22200584,True,OKC,14400,127,44,30,14,10,1,3,8,3,4,7,2,6,7,3,8
22200584,False,WAS,14400,110,43,27,16,11,0,8,17,1,7,8,0,5,5,2,5
22200585,True,SAS,14400,121,46,31,15,13,1,12,24,6,0,6,1,8,6,3,9
22200585,False,DET,14400,109,50,33,17,15,0,9,21,3,4,7,0,3,1,0,3
22200586,True,NOP,14400,102,42,30,12,13,1,4,10,2,1,3,0,3,3,2,3
22200586,False,BKN,14400,108,34,28,6,12,0,5,14,2,0,2,1,2,3,1,3
22200587,True,MIN,14400,128,44,34,10,15,0,11,26,0,3,3,1,5,6,5,6
22200587,False,LAC,14400,115,27,18,9,26,1,5,12,3,1,4,2,0,2,2,2
22200588,True,DEN,14400,121,29,25,4,12,0,12,31,2,1,3,2,0,2,2,2
22200588,False,CLE,14400,108,37,21,16,17,0,5,11,3,1,4,4,1,5,3,5
22200589,True,PHX,14400,96,44,26,18,11,0,8,17,2,1,3,0,4,4,2,4
22200589,False,MIA,14400,104,37,26,11,22,0,4,11,0,5,5,1,4,5,4,5
22200590,True,LAL,14400,130,47,34,13,9,0,6,12,0,1,1,0,3,3,1,3
22200590,False,ATL,14400,114,53,32,21,17,0,12,26,0,3,3,1,1,2,1,2
22200591,True,SAS,14400,116,52,36,16,12,0,19,42,0,3,3,0,1,1,0,1
22200591,False,BOS,14400,121,53,39,14,15,0,6,14,1,2,3,0,3,3,1,3
22200592,True,CHI,14400,126,34,15,19,10,0,19,42,3,0,3,1,5,6,2,6
22200592,False,UTA,14400,118,42,27,15,6,0,7,15,0,1,1,1,3,4,2,4
22200593,True,DAL,14400,127,42,27,15,10,1,15,35,2,1,3,0,3,3,2,3
22200593,False,NOP,14400,117,37,14,23,18,1,12,24,1,1,2,0,3,2,1,3
22200594,True,GSW,14400,101,42,27,15,8,1,8,21,0,1,1,2,2,4,2,4
22200594,False,ORL,14400,115,33,9,24,20,1,10,24,2,1,3,1,3,4,1,4
22200595,True,SAC,14400,134,53,39,14,11,1,8,21,0,0,0,0,4,4,3,4
22200595,False,LAL,14400,136,56,36,20,11,0,10,22,3,2,5,2,4,5,5,6
22200596,True,DET,14400,111,55,30,25,16,0,6,12,2,2,4,2,1,2,1,3
22200596,False,PHI,14400,123,47,34,13,25,0,5,12,3,0,3,0,2,2,1,2
22200597,True,TOR,14400,117,36,22,14,15,2,6,13,1,3,4,2,9,10,5,11
22200597,False,POR,14400,105,34,23,11,5,0,8,17,8,2,10,0,12,12,6,12
22200598,True,IND,14400,116,37,28,9,26,1,4,10,2,4,6,1,2,3,1,3
22200598,False,CHA,14400,111,36,20,16,15,0,6,12,6,2,8,0,5,5,2,5
22200599,True,MIA,14400,101,44,25,19,15,2,3,7,1,2,3,0,3,3,1,3
22200599,False,BKN,14400,102,56,35,21,9,0,6,16,4,1,5,0,3,3,0,3
22200600,True,MEM,14400,123,38,22,16,24,0,11,23,2,2,4,0,5,5,5,5
22200600,False,UTA,14400,118,49,33,16,15,1,15,36,0,2,2,0,1,1,0,1
22200601,True,HOU,14400,96,32,15,17,9,1,5,10,4,0,4,1,2,3,1,3
22200601,False,MIN,14400,104,33,18,15,17,0,5,10,0,3,3,0,4,4,3,4
22200602,True,OKC,14400,120,51,24,27,8,3,1,2,1,4,5,3,2,4,3,5
22200602,False,DAL,14400,109,38,29,9,9,3,3,9,1,1,2,1,5,5,4,6
22200603,True,PHX,14400,98,35,22,13,14,0,15,36,2,1,3,0,3,3,1,3
22200603,False,CLE,14400,112,43,35,8,15,0,11,26,1,3,4,0,5,5,2,5
22200604,True,LAC,14400,108,42,31,11,13,0,8,17,3,1,4,4,4,7,4,8
22200604,False,ATL,14400,112,58,41,17,15,1,10,21,2,3,5,1,6,4,2,7
22200605,True,WAS,14400,112,29,16,13,15,2,13,32,2,0,2,1,0,1,0,1
22200605,False,NOP,14400,132,36,21,15,19,3,9,20,3,1,4,2,5,7,5,7
22200606,True,BOS,14400,107,50,31,19,13,0,9,21,4,2,6,1,4,5,2,5
22200606,False,CHI,14400,99,49,24,25,20,0,12,26,5,3,8,2,16,17,11,18
22200607,True,NYK,14400,107,54,26,28,14,0,13,30,4,2,6,4,14,17,10,18
22200607,False,MIL,14400,111,73,42,31,8,1,8,20,2,3,5,1,6,7,2,7
22200608,True,MEM,14400,121,62,43,19,17,0,16,35,2,0,2,3,4,6,3,7
22200608,False,SAS,14400,113,55,42,13,10,0,13,29,1,4,5,2,4,6,2,6
22200609,True,DEN,14400,122,43,30,13,20,0,8,18,2,0,2,1,1,2,1,2
22200609,False,LAL,14400,109,45,28,17,17,1,7,15,2,4,6,2,3,5,2,5
22200610,True,SAC,14400,136,33,21,12,7,0,6,15,2,2,4,1,1,2,2,2
22200610,False,ORL,14400,111,27,17,10,22,0,11,24,0,0,0,2,5,7,5,7
22200611,True,MIA,14400,112,44,23,21,22,1,4,8,3,2,5,1,7,7,3,8
22200611,False,OKC,14400,111,56,29,27,12,2,7,14,7,2,9,1,2,3,2,3
